rosbagTimestamp,data
8.04768133163,"""start"""
43.5835545063,"""end"""
46.6390578747,"""start"""
76.7664804459,"""end"""
79.8070836067,"""start"""
111.977086067,"""end"""
115.01770854,"""start"""
148.01969409,"""end"""
151.074685812,"""start"""
188.141612291,"""end"""
191.191772699,"""start"""
223.741209269,"""end"""
