rosbagTimestamp,data
8.18645048141,"""start"""
11.7878315449,"""end"""
13.3122029305,"""start"""
18.3425633907,"""end"""
19.3754262924,"""start"""
22.1292181015,"""end"""
23.1644711494,"""start"""
24.8646583557,"""end"""
26.3871202469,"""start"""
28.9181065559,"""end"""
29.9497833252,"""start"""
32.887742281,"""end"""
33.9158012867,"""start"""
35.9894556999,"""end"""
37.5108258724,"""start"""
39.0420632362,"""end"""
40.5645747185,"""start"""
43.3793070316,"""end"""
44.4128611088,"""start"""
46.1641037464,"""end"""
47.6862969398,"""start"""
48.9329323769,"""end"""
50.4564967155,"""start"""
52.68638134,"""end"""
53.7211616039,"""start"""
56.5224802494,"""end"""
58.0434949398,"""start"""
61.8435325623,"""end"""
62.8794229031,"""start"""
65.1454291344,"""end"""
66.177128315,"""start"""
68.480817318,"""end"""
69.5132079124,"""start"""
71.5500915051,"""end"""
72.5808255672,"""start"""
74.1705057621,"""end"""
75.6954584122,"""start"""
78.3889813423,"""end"""
79.4241354465,"""start"""
81.7414674759,"""end"""
83.2647614479,"""start"""
84.5102679729,"""end"""
86.0347883701,"""start"""
87.1285934448,"""end"""
88.6452555656,"""start"""
90.4143695831,"""end"""
91.9355413914,"""start"""
94.5843462944,"""end"""
95.6212141514,"""start"""
99.4712917805,"""end"""
100.500971556,"""start"""
103.641805649,"""end"""
104.676312208,"""start"""
108.178646803,"""end"""
109.212627888,"""start"""
111.297471285,"""end"""
112.813595295,"""start"""
116.250895739,"""end"""
117.281176567,"""start"""
120.604384184,"""end"""
121.637224197,"""start"""
124.591095924,"""end"""
125.623857021,"""start"""
127.993746519,"""end"""
129.028462172,"""start"""
131.730265141,"""end"""
132.758205414,"""start"""
134.531734943,"""end"""
136.049810886,"""start"""
139.985438108,"""end"""
141.011481762,"""start"""
143.255550623,"""end"""
144.289374828,"""start"""
146.607928514,"""end"""
148.123242855,"""start"""
150.060122728,"""end"""
151.58221364,"""start"""
154.397381544,"""end"""
155.91597271,"""start"""
157.616341114,"""end"""
159.134360552,"""start"""
160.651788235,"""end"""
162.1717906,"""start"""
163.920944452,"""end"""
165.442301989,"""start"""
170.009298325,"""end"""
171.04325676,"""start"""
173.661749125,"""end"""
175.185170174,"""start"""
177.297551155,"""end"""
178.823058128,"""start"""
180.350105286,"""end"""
181.869704485,"""start"""
183.95307827,"""end"""
185.473216772,"""start"""
188.489797831,"""end"""
