rosbagTimestamp,data
8.05532240868,"""start"""
58.1122558117,"""end"""
61.1519656181,"""start"""
104.466520071,"""end"""
107.506364822,"""start"""
151.747491837,"""end"""
154.78944993,"""start"""
204.796279192,"""end"""
207.848305464,"""start"""
253.540206194,"""end"""
256.587593079,"""start"""
299.365334272,"""end"""
