rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,mode,num_switches
1582594038013225259,,2,,1582594038,12949943,"""user""",1,2
1582594038015539886,,3,,1582594038,15383958,"""service""",2,3
1582594039015716481,,4,,1582594039,15002012,"""service""",1,4
1582594043449776617,,5,,1582594043,449172973,"""service""",0,5
1582594049503393882,,6,,1582594049,502520084,"""service""",1,6
1582594052330905207,,7,,1582594052,330507993,"""user""",2,7
1582594053889969390,,8,,1582594053,889120101,"""service""",0,8
1582594056878493038,,9,,1582594056,878276109,"""user""",1,9
1582594058419947122,,10,,1582594058,419286012,"""service""",2,10
1582594060298473173,,11,,1582594060,298161029,"""user""",1,11
1582594062282392023,,12,,1582594062,282161951,"""user""",0,12
1582594063809314557,,13,,1582594063,808952093,"""service""",1,13
1582594068461686681,,14,,1582594068,460680961,"""service""",2,14
1582594071322686304,,15,,1582594071,322448968,"""user""",1,15
1582594072880033367,,16,,1582594072,878840923,"""service""",1,16
1582594077413229183,,17,,1582594077,413005113,"""service""",2,17
1582594079016474507,,18,,1582594079,16156911,"""user""",1,18
1582594080566020025,,19,,1582594080,565418004,"""service""",2,19
1582594082046681738,,20,,1582594082,46310901,"""user""",1,20
1582594083601586676,,21,,1582594083,601038932,"""service""",1,21
1582594085850442186,,22,,1582594085,850106000,"""user""",2,22
1582594087399891629,,23,,1582594087,399595022,"""service""",2,23
1582594089246339019,,24,,1582594089,246057033,"""user""",0,24
1582594090789851882,,25,,1582594090,788919925,"""service""",0,25
1582594095291887197,,26,,1582594095,291199922,"""service""",1,26
1582594098124395512,,27,,1582594098,124047994,"""user""",2,27
1582594099676548926,,28,,1582594099,675873041,"""service""",2,28
1582594101987007318,,29,,1582594101,986654043,"""user""",1,29
1582594101989749644,,30,,1582594101,989573001,"""service""",2,30
1582594105743943429,,31,,1582594105,743236064,"""service""",2,31
1582594111796617360,,32,,1582594111,795233964,"""service""",0,32
1582594115539264792,,33,,1582594115,538813114,"""user""",2,33
1582594115545571886,,34,,1582594115,545324087,"""service""",0,34
1582594117827896299,,35,,1582594117,827538967,"""service""",2,35
1582594123868693359,,36,,1582594123,867640972,"""service""",1,36
1582594129920966921,,37,,1582594129,920145988,"""service""",2,37
1582594134900618004,,38,,1582594134,900341033,"""user""",1,38
1582594134903493640,,39,,1582594134,903310060,"""service""",2,39
1582594135991139458,,40,,1582594135,990504026,"""service""",1,40
1582594140091969294,,41,,1582594140,90838909,"""service""",0,41
1582594145211136834,,42,,1582594145,210103988,"""service""",2,42
1582594147125874669,,43,,1582594147,125529050,"""user""",0,43
1582594148680017893,,44,,1582594148,679045915,"""service""",0,44
1582594154698292397,,45,,1582594154,697331905,"""service""",0,45
1582594157081785481,,46,,1582594157,81414937,"""user""",1,46
1582594158632345699,,47,,1582594158,631411075,"""service""",1,47
1582594160929906218,,48,,1582594160,929570913,"""user""",0,48
1582594162485133774,,49,,1582594162,484339952,"""service""",0,49
1582594166429006773,,50,,1582594166,428615093,"""user""",2,50
1582594166434201570,,51,,1582594166,433945894,"""service""",0,51
1582594168516414632,,52,,1582594168,515945911,"""service""",2,52
1582594171987712882,,53,,1582594171,987456083,"""user""",0,53
1582594173544679891,,54,,1582594173,544415950,"""service""",0,54
1582594179357974727,,55,,1582594179,357208967,"""service""",0,55
1582594181079360692,,56,,1582594181,79094886,"""user""",2,56
1582594182627984597,,57,,1582594182,627141952,"""service""",1,57
1582594184947288336,,58,,1582594184,946932077,"""user""",0,58
1582594186497023547,,59,,1582594186,495974063,"""service""",0,59
1582594188945304071,,60,,1582594188,945050954,"""user""",1,60
1582594190495527910,,61,,1582594190,494841098,"""service""",2,61
1582594196544505854,,62,,1582594196,544228076,"""service""",0,62
1582594199849235533,,63,,1582594199,848953962,"""user""",2,63
1582594201400638868,,64,,1582594201,399892091,"""service""",1,64
1582594203395340406,,65,,1582594203,395059108,"""user""",0,65
1582594204954173660,,66,,1582594204,953176975,"""service""",1,66
1582594210389229445,,67,,1582594210,388228893,"""service""",0,67
1582594212566889722,,68,,1582594212,566687107,"""user""",2,68
1582594214123645199,,69,,1582594214,122819900,"""service""",0,69
1582594216955016985,,70,,1582594216,954761981,"""user""",2,70
1582594218509385658,,71,,1582594218,508867979,"""service""",2,71
1582594224573030636,,72,,1582594224,572777032,"""service""",1,72
1582594226713022264,,73,,1582594226,712647914,"""user""",0,73
1582594228262858377,,74,,1582594228,262360095,"""service""",2,74
1582594230872799225,,75,,1582594230,872589111,"""user""",1,75
1582594232414231514,,76,,1582594232,413338899,"""service""",1,76
1582594233904629674,,77,,1582594233,904409885,"""user""",2,77
1582594235449586745,,78,,1582594235,448901891,"""service""",0,78
1582594240432957346,,79,,1582594240,432396888,"""service""",1,79
1582594244552461873,,80,,1582594244,551867008,"""service""",1,80
1582594250337914596,,81,,1582594250,337420940,"""service""",0,81
1582594252564426831,,82,,1582594252,564189910,"""user""",1,82
1582594254108449868,,83,,1582594254,107865095,"""service""",2,83
