rosbagTimestamp,data
8.16563057899,"""36.pkl"""
14.7218751907,"""42.pkl"""
19.4259500504,"""14.pkl"""
23.9917800426,"""41.pkl"""
28.3832871914,"""23.pkl"""
32.9801735878,"""43.pkl"""
37.7879238129,"""47.pkl"""
41.8997900486,"""11.pkl"""
46.9728708267,"""30.pkl"""
52.003152132,"""31.pkl"""
56.655600071,"""1.pkl"""
60.8574402332,"""21.pkl"""
65.1887025833,"""25.pkl"""
70.6167895794,"""22.pkl"""
74.576918602,"""7.pkl"""
78.1658091545,"""45.pkl"""
82.0844867229,"""8.pkl"""
86.2060804367,"""26.pkl"""
90.1388123035,"""35.pkl"""
93.4972479343,"""10.pkl"""
97.7857141495,"""3.pkl"""
101.285636902,"""13.pkl"""
105.44018507,"""18.pkl"""
108.97198534,"""19.pkl"""
112.337827682,"""39.pkl"""
115.967291832,"""37.pkl"""
119.566828251,"""46.pkl"""
123.036623955,"""40.pkl"""
127.786756754,"""0.pkl"""
132.290220737,"""16.pkl"""
137.034724951,"""5.pkl"""
142.5867939,"""24.pkl"""
149.119873047,"""17.pkl"""
152.436073065,"""33.pkl"""
155.942289114,"""20.pkl"""
161.793274403,"""44.pkl"""
166.267340422,"""15.pkl"""
170.87405014,"""29.pkl"""
175.657931089,"""6.pkl"""
178.991657019,"""4.pkl"""
182.098023891,"""12.pkl"""
186.197669029,"""2.pkl"""
189.900647879,"""38.pkl"""
193.626291752,"""27.pkl"""
199.441397905,"""9.pkl"""
203.762288094,"""34.pkl"""
207.636805534,"""32.pkl"""
211.206912518,"""28.pkl"""
