rosbagTimestamp,data
8.16838216782,"""start"""
13.2030763626,"""end"""
14.7217726707,"""start"""
17.9064195156,"""end"""
19.4256482124,"""start"""
22.9602885246,"""end"""
23.9905698299,"""start"""
26.8631916046,"""end"""
28.3827316761,"""start"""
31.9511239529,"""end"""
32.9800517559,"""start"""
36.2705609798,"""end"""
37.7865285873,"""start"""
40.3739023209,"""end"""
41.8976695538,"""start"""
45.9449188709,"""end"""
46.9727361202,"""start"""
50.4818947315,"""end"""
52.0026171207,"""start"""
55.1357204914,"""end"""
56.6546316147,"""start"""
59.8224282265,"""end"""
60.8543972969,"""start"""
64.1588742733,"""end"""
65.1886096001,"""start"""
69.0955564976,"""end"""
70.6165380478,"""start"""
73.5485498905,"""end"""
74.5767247677,"""start"""
77.1354978085,"""end"""
78.1654627323,"""start"""
80.5711386204,"""end"""
82.0844116211,"""start"""
85.1748363972,"""end"""
86.2046310902,"""start"""
88.6273396015,"""end"""
90.1374454498,"""start"""
91.9797461033,"""end"""
93.4971339703,"""start"""
96.7504141331,"""end"""
97.7849152088,"""start"""
100.25287652,"""end"""
101.284689903,"""start"""
104.405932665,"""end"""
105.439874887,"""start"""
107.942013502,"""end"""
108.970963478,"""start"""
111.311385393,"""end"""
112.337588549,"""start"""
114.446977854,"""end"""
115.967091084,"""start"""
118.049868584,"""end"""
119.566756248,"""start"""
121.5194242,"""end"""
123.036485195,"""start"""
126.272883177,"""end"""
127.786669254,"""start"""
131.259799242,"""end"""
132.290066242,"""start"""
135.996941566,"""end"""
137.032445908,"""start"""
141.55100131,"""end"""
142.586324453,"""start"""
147.605867624,"""end"""
149.119660378,"""start"""
151.408187866,"""end"""
152.434868336,"""start"""
154.427567959,"""end"""
155.941933393,"""start"""
160.76529789,"""end"""
161.792027235,"""start"""
164.752463818,"""end"""
166.267232895,"""start"""
169.839422226,"""end"""
170.871501207,"""start"""
174.14262104,"""end"""
175.656942606,"""start"""
177.962819576,"""end"""
178.990656376,"""start"""
181.065189123,"""end"""
182.097560167,"""start"""
185.16748786,"""end"""
186.197548628,"""start"""
188.870318651,"""end"""
189.899408579,"""start"""
192.10677886,"""end"""
193.626168728,"""start"""
197.927543163,"""end"""
199.441316128,"""start"""
202.731167793,"""end"""
203.76101613,"""start"""
206.117255211,"""end"""
207.635529995,"""start"""
209.686751366,"""end"""
211.205583811,"""start"""
214.189827204,"""end"""
