time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,optimal_a,u_intended,normalized_h,u_corrected,is_corrected_or_filtered,is_u_intended_equals_um,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,,,,,,,start,,
0.001681327900001861,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0019845962999980316,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.011805296000005683,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.021962881099995002,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.025408506400005137,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.032241344500000935,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.04256558419999834,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.05009984970000403,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.052399158500001874,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0625135899,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07263255120000167,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07297945029999653,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.0828275680999937,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09283542640000064,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09693455699999731,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.1030509472000034,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11321163180000582,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1201105118000001,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.12326407439999798,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.13339209559999432,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.14350366600000086,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1472370624999968,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.15359878539999983,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.16378235819999531,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1707108021000039,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.1737978459000047,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.18399667739999614,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.19400954249999813,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.19492936140000694,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.20419049269999334,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.21427297600000372,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.21945834159999578,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.2244827747999949,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.23448824889999997,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.24365305899999612,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.24453473089999989,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2546997071000021,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.26490449909999825,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2672178746,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.2752063275000012,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.28510904319999497,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2904040814000055,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.295246601099997,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.305235385900005,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.31474566460000375,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.31542110449999683,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3255567551000027,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3356022835000019,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3379180431999984,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.34582543380000175,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.35584902769999616,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.36135602000000233,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.3659570216999981,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3761281968000034,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3847563266999998,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.3861505985999969,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.39628505710000184,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.406454324799995,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4092893601000043,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.41655278209999835,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4266946316000002,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.432219982200003,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.4368178844999946,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4469554424999984,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.45662593850000377,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.45704913140000514,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4671387672999927,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4772810935999985,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4807627201000031,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.4874427318999963,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.49762392050000415,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5045375823999976,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.5076644421000012,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5177035331999988,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5278401375000001,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5279257297999962,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.5379018783999996,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5480883122000009,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5523259639999978,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.5583031177999942,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.568348407799995,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5753259658999994,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.5784111022999952,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5884912014000037,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5983188152999972,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.5985825061999961,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6089870930000032,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6188910007999979,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.621499776899995,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.6290402413000038,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.639085769700003,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6466741561999996,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.6491582393999948,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.659368514999997,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6694808006999935,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6706538201000001,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.6796648503,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6898131371000034,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6942939759000026,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.699896574099995,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.710115432799995,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.718357086200001,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,,,,,,,,
0.7201437949999985,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7304260730999914,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.740480423000001,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
