rosbagTimestamp,data
8.05734157562,"""start"""
54.9616093636,"""end"""
60.0101361275,"""start"""
101.186899185,"""end"""
106.225435495,"""start"""
146.336172581,"""end"""
151.38617444,"""start"""
188.700867414,"""end"""
193.754105568,"""start"""
234.73576498,"""end"""
239.784048557,"""start"""
281.036510468,"""end"""
