rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,velocity,layout,dim,data_offset,data
0.0,,17,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0100259780884,,18,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0202674865723,,19,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0304610729218,,20,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0404427051544,,21,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0510091781616,,22,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0608084201813,,23,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0707271099091,,24,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0809247493744,,25,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0910844802856,,26,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.101694822311,,27,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.111315011978,,28,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.121672391891,,29,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.131918668747,,30,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.142021656036,,31,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.152226209641,,32,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.162312030792,,33,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.17257475853,,34,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.182722806931,,35,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.19296002388,,36,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.202847719193,,37,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.212985515594,,38,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.22332406044,,39,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.233402490616,,40,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.243512392044,,41,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.253631830215,,42,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.263963222504,,43,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.273921728134,,44,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.284130573273,,45,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.294366121292,,46,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.30452466011,,47,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.314776182175,,48,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.324965715408,,49,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.334934711456,,50,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.345216035843,,51,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.355534315109,,52,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.365621089935,,53,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.375770330429,,54,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.385821342468,,55,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.395936250687,,56,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.405980825424,,57,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.416319847107,,58,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.426431655884,,59,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.436829805374,,60,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.447200298309,,61,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.456994771957,,62,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.46701169014,,63,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.477379560471,,64,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.487636566162,,65,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.498023986816,,66,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.507941961288,,67,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.518117189407,,68,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.528476715088,,69,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.538860559464,,70,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.548831701279,,71,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.558844566345,,72,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.568966388702,,73,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.579097270966,,74,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.589450597763,,75,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.599543094635,,76,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.609424591064,,77,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.619809627533,,78,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.630148649216,,79,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.640024423599,,80,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.650407552719,,81,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
