rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,velocity,layout,dim,data_offset,data
0.0,,19,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0105154514313,,20,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0200481414795,,21,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0302460193634,,22,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0403881072998,,23,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0504467487335,,24,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0606074333191,,25,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0707814693451,,26,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.081062078476,,27,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.0911083221436,,28,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.101345539093,,29,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.111321210861,,30,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.121458768845,,31,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.131800413132,,32,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.141869306564,,33,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.151987552643,,34,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.162204504013,,35,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.172367811203,,36,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.182552576065,,37,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.192708015442,,38,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.202807664871,,39,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.212983608246,,40,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.223249435425,,41,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.233365535736,,42,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.243402481079,,43,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.253549814224,,44,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.263798713684,,45,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.274106264114,,46,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.284075975418,,47,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.294133901596,,48,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.304277181625,,49,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.314708948135,,50,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.324654579163,,51,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.334537982941,,52,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.344858884811,,53,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.355172634125,,54,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.365193605423,,55,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.375468969345,,56,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.385742902756,,57,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.395848274231,,58,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.405882835388,,59,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.416593790054,,60,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.426526546478,,61,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.43669962883,,62,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.446733236313,,63,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.457092046738,,64,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.467289447784,,65,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.477538347244,,66,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.487413406372,,67,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.497585535049,,68,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.507795572281,,69,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.518067359924,,70,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.528250455856,,71,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.538558483124,,72,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.548642873764,,73,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.558618068695,,74,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.568688392639,,75,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.578832626343,,76,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.58935213089,,77,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.599543333054,,78,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.609435081482,,79,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.619836568832,,80,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.629878282547,,81,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.639838933945,,82,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.650432825089,,83,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.66039276123,,84,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.670629262924,,85,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.680713653564,,86,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.690782785416,,87,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.70086979866,,88,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
0.71124792099,,89,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
