rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1582825997265462280,,1,,1582825989,406456947,"""Zero Band""",[0.0],"[0, 0, 0, 0]"
1582825997269411666,,2,,1582825989,406456947,"""Zero Band""",[0.0],"[0, 0, 0, 0]"
1582825997271341621,,3,,1582825989,406456947,"""Zero Band""",[0.0],"[0, 0, 0, 0]"
1582825997273633975,,4,,1582825989,406456947,"""Zero Band""",[0.0],"[0, 0, 0, 0]"
1582825997277395052,,5,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997279516022,,6,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997281848097,,7,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997283507359,,8,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997289302089,,9,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997291509194,,10,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997295217724,,11,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997297201058,,12,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997299210163,,13,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997301180960,,14,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997305205455,,15,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997307596285,,16,,1582825989,406456947,"""Soft Puff""",[0.0],"[0, 1, 0, 0]"
1582825997313609219,,17,,1582825989,406456947,"""Soft-Hard Puff Deadband""",[0.0],"[0, 0, 0, 0]"
1582825997315925740,,18,,1582825989,406456947,"""Soft-Hard Puff Deadband""",[0.0],"[0, 0, 0, 0]"
1582825997317942902,,19,,1582825989,406456947,"""Soft-Hard Puff Deadband""",[0.0],"[0, 0, 0, 0]"
1582825997320159192,,20,,1582825989,406456947,"""Soft-Hard Puff Deadband""",[0.0],"[0, 0, 0, 0]"
1582825997323347462,,21,,1582825989,406456947,"""Soft-Hard Puff Deadband""",[0.0],"[0, 0, 0, 0]"
