rosbagTimestamp,optimal_a,u_intended,normalized_h,u_corrected,is_corrected_or_filtered,is_u_intended_equals_um
9.93741130829,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.94249224663,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.94732356071,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.95259380341,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.95844984055,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.96466374397,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.97075390816,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.9773774147,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.98219347,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.98658752441,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.99110603333,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
9.99724698067,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0049414635,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0103807449,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0154850483,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0215470791,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0262510777,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0312497616,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0372257233,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0428869724,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0496165752,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0555303097,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0615363121,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0673463345,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0725016594,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0776078701,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.0840337276,"""mode_r""","""Hard Puff""",0.163765879328,"""Zero Band""",True,False
10.1064109802,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1124067307,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.118076086,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.12342906,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1296031475,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1348102093,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1401355267,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1451072693,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1504063606,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.156286478,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1617851257,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1676728725,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1730105877,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1792171001,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1862568855,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.192810297,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.1987993717,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2055568695,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2103412151,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2155075073,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2225017548,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2300343513,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2355914116,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2414088249,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2458758354,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2512202263,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2585072517,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2640912533,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2689068317,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2752785683,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2796518803,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.2860560417,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.291539669,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.297406435,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.302491188,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3437280655,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3518166542,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3603172302,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3671746254,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3723118305,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3772141933,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3840060234,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3904922009,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.3963541985,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4013516903,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4064297676,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4125487804,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4175214767,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4225115776,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4290173054,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4339447021,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4391229153,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4476277828,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4524359703,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4586861134,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4641139507,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4696686268,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4750692844,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4813232422,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4858438969,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4922573566,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.4978923798,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5030686855,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.509291172,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5140771866,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.518569231,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5421783924,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5468261242,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5518977642,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5588076115,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5636546612,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5695083141,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5759561062,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5811066628,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5867598057,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.5936634541,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.6023564339,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.6079702377,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
10.6128618717,"""mode_r""","""Hard Puff""",0.00647815837978,"""Hard Puff""",False,True
