rosbagTimestamp,data
1582834193930430036,"""start"""
1582834243997695409,"""end"""
1582834247052394235,"""start"""
1582834297062750949,"""end"""
1582834300105496607,"""start"""
1582834346274481157,"""end"""
1582834349320898353,"""start"""
1582834399327578436,"""end"""
1582834402378582696,"""start"""
1582834452413410174,"""end"""
1582834455470050760,"""start"""
1582834505492298828,"""end"""
