rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,mode,num_switches
0.153177261353,,1,,1582854514,961354970,"""service""",2,1
10.8158824444,,2,,1582854525,623955965,"""user""",1,2
11.7779197693,,3,,1582854526,585947990,"""user""",0,3
19.2339818478,,4,,1582854534,42171001,"""user""",1,4
23.2122602463,,5,,1582854538,20441055,"""user""",0,5
24.3858685493,,6,,1582854539,194046974,"""user""",1,6
27.9638593197,,7,,1582854542,772034883,"""user""",0,7
29.9882099628,,8,,1582854544,796284914,"""user""",2,8
35.1017525196,,9,,1582854549,909940004,"""user""",0,9
41.872474432,,10,,1582854556,680493116,"""user""",1,10
49.0737805367,,11,,1582854563,881418943,"""service""",0,11
52.1237816811,,12,,1582854566,931953907,"""user""",1,12
53.9361643791,,13,,1582854568,744160890,"""user""",2,13
57.6699187756,,14,,1582854572,478027105,"""user""",1,14
62.2340326309,,15,,1582854577,42045116,"""user""",0,15
66.4864821434,,16,,1582854581,294532060,"""user""",2,16
67.6281731129,,17,,1582854582,436239004,"""user""",0,17
71.5781543255,,18,,1582854586,386317014,"""user""",1,18
73.4483988285,,19,,1582854588,256546974,"""user""",2,19
78.8679401875,,20,,1582854593,676112890,"""user""",1,20
79.8506019115,,21,,1582854594,658608913,"""user""",0,21
80.9382169247,,22,,1582854595,746191978,"""user""",1,22
86.6641457081,,23,,1582854601,472208023,"""user""",0,23
88.2225208282,,24,,1582854603,30708074,"""user""",2,24
89.1300842762,,25,,1582854603,938267946,"""user""",0,25
98.2794137001,,26,,1582854613,87599039,"""service""",2,26
100.744149446,,27,,1582854615,552288055,"""user""",1,27
101.444306612,,28,,1582854616,252460002,"""user""",0,28
103.462275505,,29,,1582854618,270350933,"""user""",2,29
104.690045595,,30,,1582854619,498224973,"""user""",0,30
111.478043795,,31,,1582854626,286226987,"""user""",2,31
115.314901829,,32,,1582854630,122915029,"""user""",1,32
116.364458084,,33,,1582854631,172647953,"""user""",2,33
119.296565771,,34,,1582854634,104561090,"""user""",1,34
125.514202118,,35,,1582854640,322267055,"""user""",0,35
129.506271362,,36,,1582854644,314429044,"""user""",2,36
130.482555628,,37,,1582854645,290621995,"""user""",0,37
134.212219954,,38,,1582854649,20406961,"""user""",1,38
142.003226757,,39,,1582854656,811300039,"""service""",0,39
143.332127094,,40,,1582854658,140213966,"""user""",1,40
147.928097963,,41,,1582854662,736227035,"""user""",2,41
152.596790075,,42,,1582854667,404844999,"""user""",0,42
159.666297674,,43,,1582854674,474333047,"""user""",1,43
164.778373718,,44,,1582854679,586402893,"""user""",0,44
174.155773163,,45,,1582854688,963717937,"""service""",0,45
176.46441555,,46,,1582854691,272593975,"""user""",1,46
181.474340677,,47,,1582854696,282521009,"""user""",0,47
182.656718969,,48,,1582854697,464879035,"""user""",2,48
183.518309116,,49,,1582854698,326478958,"""user""",0,49
189.030698299,,50,,1582854703,838848114,"""user""",2,50
189.862149,,51,,1582854704,670329093,"""user""",0,51
193.788418531,,52,,1582854708,596426963,"""user""",2,52
198.736477613,,53,,1582854713,544508934,"""user""",1,53
204.098414183,,54,,1582854718,906563043,"""user""",0,54
205.63431716,,55,,1582854720,442486047,"""user""",2,55
206.510385513,,56,,1582854721,318546056,"""user""",0,56
211.583506107,,57,,1582854726,391546964,"""user""",2,57
212.440470934,,58,,1582854727,248534917,"""user""",0,58
217.300593615,,59,,1582854732,108648061,"""service""",0,59
218.754739523,,60,,1582854733,562783956,"""user""",1,60
223.38442111,,61,,1582854738,192608118,"""user""",0,61
227.922594786,,62,,1582854742,730726957,"""user""",2,62
228.77057004,,63,,1582854743,578650951,"""user""",0,63
232.556563854,,64,,1582854747,364590883,"""user""",2,64
237.68117404,,65,,1582854752,488600015,"""user""",1,65
239.168871403,,66,,1582854753,977029085,"""user""",0,66
240.138384819,,67,,1582854754,946576118,"""user""",1,67
244.744561434,,68,,1582854759,552597045,"""user""",0,68
247.40495801,,69,,1582854762,213136911,"""user""",2,69
248.290714264,,70,,1582854763,98767995,"""user""",0,70
250.422767878,,71,,1582854765,230786085,"""user""",2,71
251.444819212,,72,,1582854766,252835988,"""user""",0,72
