time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328769510052781,,,,,,,,,,,,,start,,
1582328769511718798,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769515126665,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769520422941,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769525104188,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769529470855,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769535301924,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769540703196,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769545492706,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769550639790,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769555627682,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769559619988,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769565602775,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769569583474,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769575789473,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769579566498,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769585855186,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769592960639,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769596215910,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769606345165,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769607837790,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769616368044,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769616689823,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769624572095,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769626582698,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769632044293,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769636680146,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769639587881,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769646760998,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769650323260,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769656927624,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769659764952,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769667064461,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769669806370,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769677286502,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769679396005,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769687808226,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769693218676,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769697608153,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769707629707,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769707805536,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769717775265,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769717846196,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769724814432,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769727899163,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769733568337,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769738042140,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769740705960,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769748109442,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769749485982,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769758221750,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769759838112,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769768373459,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769769844137,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769778566865,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769779650203,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769788743771,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769790691622,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769798758755,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769800366695,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769808791405,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769810188276,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769818929524,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769820634802,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769829035790,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769829779742,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769839207030,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769839625753,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769849293915,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769850268330,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769859877520,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769866338877,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769869779429,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769879748488,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769879759273,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769889447570,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769889809155,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769897145359,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769899891035,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769904048380,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769910039415,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769911309944,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769919442935,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769920126487,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769930665301,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769934737842,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769940795553,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769946563189,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769950847247,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769956734916,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769960900412,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769964046055,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769970166345,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769971022322,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769980180887,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769981096050,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328769989504770,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328769991326521,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770001791376,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770004543758,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770011713737,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770016569847,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770021777179,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770025622468,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770031879285,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770033056924,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770039926082,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770041985685,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770049776498,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770052162833,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770060482855,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770062220090,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770072502227,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770075000457,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770082519415,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770087982334,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770092684920,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770098456474,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770102904051,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770107647326,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770112943562,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770119040753,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770123055912,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770126030793,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770133128666,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770133490480,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770140227229,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770143282275,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770149606945,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770153436742,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770159656038,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770163414469,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770170123256,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770173531013,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770179394498,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770183608979,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770189826677,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770193792844,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770199678953,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328770203884155,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328770209616120,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
