time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328930382364430,,,,,,,,,,,,,start,,
1582328930383254863,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930388046650,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930392702082,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930399677219,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930402746564,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930409047309,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930412935681,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930418553123,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930423048273,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930428778419,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930433136967,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930438256070,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930443248401,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930448046027,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930453450247,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930458145054,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930463544789,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930468118722,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930473705263,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930478648178,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930483765768,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930488083758,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930493876260,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930498964311,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930504151840,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930508120462,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930514308046,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930518184610,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930524384002,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930528144730,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930534469839,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930538850780,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930544641506,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930548186009,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930554787191,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930558939117,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930564791557,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930568866390,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930574987565,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930579455457,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930585092335,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930588163055,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930595182889,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930598860958,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930605550656,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930608150635,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930615470019,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930618890370,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930625530980,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930628072219,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930635700406,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930638090837,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930645873197,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930648036954,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930656084403,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930659009977,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930666129992,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930667956582,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930676245180,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930678051060,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930686435305,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930688179239,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930696571790,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930698833617,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930706619555,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930708867356,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930716790969,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930718204073,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930726903406,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930728068356,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930737111653,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930738321064,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930747202778,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930748318939,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930757337098,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930758888362,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930767393359,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930768866885,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930777445519,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930778049911,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930787667622,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930788848889,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930797804935,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930798863079,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930807818079,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930808789269,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930817945371,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930818997192,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930828011186,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930828034566,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930838210650,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930839267939,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930847953361,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930848251179,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930858351352,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930858949627,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930867998031,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930868537697,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930878098913,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930878630014,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930888345821,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930888670497,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930898206556,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930898766540,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930908850129,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930908858783,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930918124055,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930919078650,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930928045851,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930929134632,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930938292973,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930939282081,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930948054448,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930949463758,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930958246975,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930959577089,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930968002644,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930969679981,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930978111967,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930979777034,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930988113104,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930989845649,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328930998862536,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328930999995361,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931007928519,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931010148178,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931018682597,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931020261790,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931028187624,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931030367979,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931038559837,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931040476926,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931048081951,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931050638567,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931057958268,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931060699060,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931068713072,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931070854224,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931078800890,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931080975059,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931088763586,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931091126703,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931098803467,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931101197980,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931108040681,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931111300319,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931118479864,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931121525317,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931127970331,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931131588297,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931138078395,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931141691806,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931148712436,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931151785140,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931158258419,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931161973953,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931168153413,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931172076784,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931178909272,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931182220832,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931188650240,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931192383357,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931198307633,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931202435304,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931208818177,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931212657204,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931218104069,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931222685432,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931228073171,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931232817904,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931238937101,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931242913674,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931249149941,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931253010183,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931259385385,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931263260239,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931268834177,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931273334490,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931278994962,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931283513097,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931288150252,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931293513265,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931298128979,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931303658893,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931308098790,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931313827461,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931318172818,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931323897615,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931329387977,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931334014777,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931338837525,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931344172353,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931348335258,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931354445588,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931359578798,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931364515403,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931368369817,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931374607868,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931378936925,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931384698553,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931388412483,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931394753906,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931398900685,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931404838527,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931408160024,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931414971273,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931418444495,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931425149465,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931428133380,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931435370107,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931438165211,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931445543542,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931448188598,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931455785947,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931459768967,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931465769929,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931468923100,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931476003069,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931479086831,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931486074394,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931489009246,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328931496233247,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328931498651745,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
