time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328739837820619,,,,,,,,,,,,,,start,,
1582328739840315545,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739843620246,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739846576637,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739854507481,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739864531274,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739865021229,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739875141145,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739885536540,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739895642445,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739902252020,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739905995948,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739915845327,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739918502034,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739925888458,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739928508377,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739935989655,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739937485191,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739943491689,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739946102199,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739950535229,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739956125266,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739957303520,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739964163192,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739966180849,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739972650416,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739976349442,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739982576574,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739986409720,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328739992493861,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328739996538039,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740002627113,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740006687546,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740013042881,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740016878902,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740023405797,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740026937321,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740032966377,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740036966337,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740042600738,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740047070312,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740052557425,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740057151107,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740062568444,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740067251677,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740072629959,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740077417089,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740082548977,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740087489143,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740093598254,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740097615800,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740102570836,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740107652868,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740112742440,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740117811509,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740122584281,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740127818860,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740132655210,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740138016161,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740142524447,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740148026094,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740152638534,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740158135237,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740162644932,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740168228369,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740172724007,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740178336597,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740182525380,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740188435287,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740193296930,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328740198625065,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328740203492665,"[22.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
