time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328997286422176,,,,,,,,,,,,,start,,
1582328997287974611,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997294343577,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997295994303,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997304466493,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997305001149,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997314555342,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997315126913,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997324642562,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997324936830,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997334820187,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997335785418,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997344913752,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997345426629,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997355043064,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997355051968,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997365151579,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997365454660,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997375240367,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997375244631,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997385112513,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997385515307,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997395341567,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997395523368,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997405589344,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997405671204,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997415304455,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997415749506,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997425748125,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997425857501,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997434935975,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997435957372,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997444983339,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997446050476,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997454922464,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997456177104,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997465730777,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997466319952,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997474839423,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997476454299,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997485037138,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997486551822,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997495813674,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997496770043,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997505074068,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997506841542,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997515479298,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997516988962,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997525292569,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997527163096,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997535076674,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997537075722,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328997545029970,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,
1582328997547209139,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
