time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328899933577089,,,,,,,,,,,,,,start,,
1582328899935984295,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899940764064,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899942779578,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899950838830,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899952724335,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899960999676,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899962847818,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899971096790,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899973023988,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899981179521,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899982288930,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328899991259037,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328899993522362,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328900001391459,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328900002831236,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328900011561507,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328900013031513,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328900021572006,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328900023002270,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
1582328900031675261,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
