time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode,trial_marker,sip_puff_before_frame_id,user_vel
1582328862429455824,,,,,,,,,,,,,start,,
1582328862433264312,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862435125549,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862445271729,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862445857308,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862455355583,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862455658876,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862465382919,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862466364307,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862475493557,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862476100679,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862485403923,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862485618675,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862495637716,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862495827655,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862505861852,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862507262359,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862515373117,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862515985882,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862525316457,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862526081738,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862536094842,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862536217413,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862545951209,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862546300371,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862555316110,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862556297212,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862565308164,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862566553464,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862575299968,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862576658914,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862585448524,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862586783981,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862596188663,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862596858646,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862605306124,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862607026257,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862615228741,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862617233644,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862625370846,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862627318550,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862635678575,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862637515319,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862645421543,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862647582592,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862655286226,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862657728970,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862665711163,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862667830116,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862675241255,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862677922294,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862685302675,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862688043161,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862695583161,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862698140449,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862706142371,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862708255468,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862715276387,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862718373533,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862725336218,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862728475739,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862735338090,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862738582685,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862745291458,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862748753657,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862755106658,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862758821583,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862765348614,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862768969500,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862775273246,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862779077000,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862785387045,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862789098324,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862795428331,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862799189969,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862806083340,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862809317492,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862815178446,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862819395116,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862825426408,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862829493912,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862836076303,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862839547222,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862846100303,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862849772234,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862855299947,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862859779393,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862865368967,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862869860611,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862875485950,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862879919328,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862886032860,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862890048004,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862895287240,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862900165856,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862906075677,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862910272029,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862916050007,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862920364720,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862926181669,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862930403646,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862935421516,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862940524145,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862946125153,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862950657202,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862955318545,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862960776447,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862966604742,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862970898377,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862975922723,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862981030049,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862986044041,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328862991121569,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328862995458361,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863001289418,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863006309677,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863011373420,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863016159359,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863021458685,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863025955894,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863031575843,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863035232365,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863041662208,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863045876328,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863051740008,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863056141706,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863061855434,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863065373443,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863072035597,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863076013483,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863082203672,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863085372358,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
1582328863092376337,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
1582328863095425148,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,y,,,,,,,
