rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,axes,buttons
1582324902831539695,,1,,1582324902,831411163,'',"[0.0, 0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902836601494,,2,,1582324902,836495422,'',"[-0.0, -0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902840501455,,3,,1582324902,840391561,'',"[-0.0, -0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902844561371,,4,,1582324902,844423139,'',"[-0.0, -0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902848632948,,5,,1582324902,848460341,'',"[-0.0, -0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902854803133,,6,,1582324902,854482533,'',"[-0.0016271184431388974, -0.0016271184431388974]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902856747134,,7,,1582324902,856517707,'',"[-0.012453158386051655, -0.012453158386051655]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902862574186,,8,,1582324902,862411773,'',"[-0.023311322554945946, -0.023311322554945946]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902866610271,,9,,1582324902,866412893,'',"[-0.03416948765516281, -0.03416948765516281]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902872552530,,10,,1582324902,872420053,'',"[-0.04502765089273453, -0.04502765089273453]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902878668840,,11,,1582324902,878439987,'',"[-0.055885814130306244, -0.055885814130306244]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902882617477,,12,,1582324902,882447653,'',"[-0.06671185791492462, -0.06671185791492462]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902890550576,,13,,1582324902,890423448,'',"[-0.07757002115249634, -0.07757002115249634]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902896540366,,14,,1582324902,896417342,'',"[-0.08842818439006805, -0.08842818439006805]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902908536999,,15,,1582324902,908425355,'',"[-0.09928634762763977, -0.09928634762763977]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902914610098,,16,,1582324902,914464188,'',"[-0.08842818439006805, -0.08842818439006805]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902926562082,,17,,1582324902,926419366,'',"[-0.07757002115249634, -0.07757002115249634]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902936583841,,18,,1582324902,936438819,'',"[-0.06671185791492462, -0.06671185791492462]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902940527868,,19,,1582324902,940457346,'',"[-0.055885814130306244, -0.055885814130306244]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902942520548,,20,,1582324902,942410834,'',"[-0.04502765089273453, -0.04502765089273453]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902944528119,,21,,1582324902,944424522,'',"[-0.03416948765516281, -0.03416948765516281]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902948570748,,22,,1582324902,948466655,'',"[-0.012453158386051655, -0.012453158386051655]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902950451954,,23,,1582324902,950392254,'',"[-0.0016271184431388974, -0.0016271184431388974]","[1, 0, 0, 0, 0, 0, 0, 0]"
1582324902952507158,,24,,1582324902,952406968,'',"[-0.0, -0.0]","[1, 0, 0, 0, 0, 0, 0, 0]"
