time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,optimal_a,u_intended,normalized_h,u_corrected,is_corrected_or_filtered,is_u_intended_equals_um,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,,,,,,,start,,
0.0021774769999751697,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.006358622999982799,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.016576766999975234,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.026463507999991975,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.026670216999974627,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.03692173899999318,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.046971797999987075,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.05042028399998344,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.05708265299998061,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06726074199998777,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07484412199998758,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.07729864099999872,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0873854160000036,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09746146199998407,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09856223999999258,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.10761046399998975,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11780977199998688,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
