rosbagTimestamp,data
8.16634869576,"""38.pkl"""
13.4247574806,"""26.pkl"""
16.3928351402,"""23.pkl"""
19.9688363075,"""32.pkl"""
23.21185112,"""21.pkl"""
26.7633290291,"""45.pkl"""
29.7869153023,"""29.pkl"""
32.9491882324,"""22.pkl"""
36.5531609058,"""0.pkl"""
40.3508970737,"""34.pkl"""
43.2052781582,"""2.pkl"""
47.6550858021,"""6.pkl"""
51.0018658638,"""24.pkl"""
54.1491453648,"""30.pkl"""
57.8059899807,"""5.pkl"""
61.2522847652,"""10.pkl"""
65.6396756172,"""39.pkl"""
68.7930948734,"""37.pkl"""
71.8154916763,"""46.pkl"""
74.8986148834,"""25.pkl"""
77.7200713158,"""14.pkl"""
83.0087821484,"""35.pkl"""
86.3937554359,"""33.pkl"""
89.3353970051,"""9.pkl"""
93.5619692802,"""31.pkl"""
96.6358454227,"""11.pkl"""
100.678733587,"""13.pkl"""
106.352058172,"""47.pkl"""
109.685990095,"""20.pkl"""
113.125090361,"""19.pkl"""
116.225932598,"""18.pkl"""
119.394738674,"""43.pkl"""
122.366729021,"""12.pkl"""
127.416717529,"""1.pkl"""
131.162108898,"""40.pkl"""
134.15392065,"""15.pkl"""
137.944332838,"""28.pkl"""
141.202026606,"""16.pkl"""
144.480886698,"""7.pkl"""
148.508476973,"""27.pkl"""
151.394155502,"""3.pkl"""
155.112768173,"""4.pkl"""
158.360558033,"""36.pkl"""
161.451985359,"""44.pkl"""
164.267253637,"""42.pkl"""
167.118904352,"""8.pkl"""
171.334976196,"""41.pkl"""
174.304281235,"""17.pkl"""
