time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,start,,
0.0009322166500016493,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.01096272469000148,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.021065711980002177,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.031832218170000814,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.03936529160000113,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.04135799408000196,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.051704168320000576,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06157684326000101,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06408071518000114,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.07178544998000191,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.08180856705000217,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0887181758900013,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.09202599526000022,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.10223150253000135,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11233711243000144,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11345458031,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.1223981380500021,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1326138973300015,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.13860940933000165,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.14260363579000135,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.15290045738000124,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.16283702851000115,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1629326343600006,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.17305707932000125,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.18312358856000088,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1866741180400009,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.19318294525000113,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.20341777802000216,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.21106243134000024,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.21345829964000096,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.22372174263000133,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.23379969597000105,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.23514008522000118,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.2438249588000012,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.25408935547000056,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2588884830500007,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.264218091970001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.27438783646000076,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.28277850151000017,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.28451275826,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.29462766648000027,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3047654628800025,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.30651545525000046,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.3148438930500017,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.32501387595999987,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.33074283600000065,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.33526086807000155,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.34519076348000155,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3547961711900012,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.355245828630002,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.36535000800999917,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.37550210953000196,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3792150020600005,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.38563084603000064,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.39570474625000074,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.40284442901999995,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.4057681560500015,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.415938854220002,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4260034561200001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.42668819428000226,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.4361047744800022,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4461958408400015,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4508361816399997,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.4563946724000001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4664881229399995,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.47467112540999956,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.47666907311000095,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.4867670536100004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.49685740471000095,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5018162727399993,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.5069046020500014,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5171654224399997,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5256218910200001,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.5272898674000004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5375003814700001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5476238727599991,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5506091117900009,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.5577676296300016,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.567811250690001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5759127140100002,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.5778992176099997,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5880870819100004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5981619358100012,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.5999624729200015,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.6083080768600002,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.61847901344,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.623806238180002,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.6284732818600016,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6386716365800016,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6488645076800008,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6498012542700007,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.6588652134000004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6690480709099997,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6775534153000002,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.6790728569100004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6893033981300025,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.6993758678500015,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7045567035700007,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.7094752788599994,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7197093963600008,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.72869801521,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.7296814918500019,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7399444580099992,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7499642372200004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.752825737000002,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.7600884437600008,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7702605724399998,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.7771515846300012,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.7804031372100013,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.790640831000001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.8007054328900001,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.8016624450700007,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.8108670711500015,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.8210527896900004,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.8253970146200018,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.8311202526100008,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.8412709236200016,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
