rosbagTimestamp,data
8.1504740715,"""start"""
50.4172480106,"""end"""
53.4555830956,"""start"""
96.6776936054,"""end"""
99.715975523,"""start"""
138.772598743,"""end"""
141.825182199,"""start"""
187.762723923,"""end"""
190.802818298,"""start"""
237.065537691,"""end"""
240.106918335,"""start"""
283.911989927,"""end"""
