rosbagTimestamp,data
0.000280618667603,"""start_countdown"""
6.08968687057,"""start_test"""
52.7397990227,"""start_training"""
88.7067668438,"""start_countdown"""
94.7746436596,"""start_test"""
146.261282921,"""start_training"""
187.411038399,"""start_countdown"""
193.499858618,"""start_test"""
241.650844812,"""start_training"""
264.736585617,"""start_countdown"""
270.842106819,"""start_test"""
322.279685497,"""start_training"""
342.383348227,"""start_countdown"""
348.470653057,"""start_test"""
399.304892302,"""start_training"""
417.586943388,"""start_countdown"""
423.660392761,"""start_test"""
