rosbagTimestamp,data
46.5884857178,11
74.0727026463,56
114.255023956,55
145.062691689,28
187.266615152,1
224.779188395,65
264.817135811,0
304.417524338,20
357.479954004,54
410.527544022,37
463.556868792,63
