rosbagTimestamp,data
8.17310595512,"""17.pkl"""
14.2452902794,"""13.pkl"""
20.3030884266,"""31.pkl"""
24.0217876434,"""14.pkl"""
28.3343827724,"""37.pkl"""
31.2404925823,"""9.pkl"""
35.5621449947,"""34.pkl"""
39.2486934662,"""39.pkl"""
42.0498797894,"""15.pkl"""
45.8488702774,"""28.pkl"""
50.7582800388,"""43.pkl"""
53.8191373348,"""32.pkl"""
56.5269215107,"""12.pkl"""
62.5789852142,"""1.pkl"""
67.6629049778,"""19.pkl"""
71.0316894054,"""45.pkl"""
74.7620162964,"""23.pkl"""
78.471521616,"""8.pkl"""
82.5240106583,"""36.pkl"""
85.3608648777,"""41.pkl"""
90.3717679977,"""3.pkl"""
93.7665834427,"""0.pkl"""
97.1085875034,"""42.pkl"""
100.022928953,"""29.pkl"""
102.6907897,"""30.pkl"""
105.941510439,"""25.pkl"""
108.53478694,"""35.pkl"""
111.100764275,"""6.pkl"""
114.222001314,"""7.pkl"""
120.275669336,"""22.pkl"""
123.357559443,"""46.pkl"""
126.203584909,"""44.pkl"""
129.170184135,"""4.pkl"""
135.218547821,"""33.pkl"""
138.227310419,"""5.pkl"""
144.272819757,"""26.pkl"""
147.997220039,"""47.pkl"""
151.434720755,"""11.pkl"""
156.720983028,"""20.pkl"""
160.116223812,"""21.pkl"""
162.935525417,"""2.pkl"""
166.006008387,"""27.pkl"""
169.966339111,"""18.pkl"""
176.009281158,"""40.pkl"""
178.91694355,"""10.pkl"""
182.617920399,"""16.pkl"""
185.472672462,"""38.pkl"""
188.163287163,"""24.pkl"""
