rosbagTimestamp,data
8.17233395576,"""start"""
13.2100455761,"""end"""
14.2452206612,"""start"""
19.265576601,"""end"""
20.3015198708,"""start"""
22.5004589558,"""end"""
24.0197169781,"""start"""
27.3044638634,"""end"""
28.3336987495,"""start"""
29.7228350639,"""end"""
31.2403826714,"""start"""
34.527286768,"""end"""
35.5614387989,"""start"""
37.7287876606,"""end"""
39.2483930588,"""start"""
40.5314357281,"""end"""
42.0497674942,"""start"""
44.8181190491,"""end"""
45.8487422466,"""start"""
49.2376480103,"""end"""
50.7581543922,"""start"""
52.2899429798,"""end"""
53.8153345585,"""start"""
55.0086622238,"""end"""
56.5268204212,"""start"""
61.5478496552,"""end"""
62.5787732601,"""start"""
66.6342470646,"""end"""
67.6628067493,"""start"""
70.0035140514,"""end"""
71.0315887928,"""start"""
73.2392289639,"""end"""
74.7593107224,"""start"""
77.4425489902,"""end"""
78.4714272022,"""start"""
81.4956898689,"""end"""
82.5227737427,"""start"""
83.8476378918,"""end"""
85.3607501984,"""start"""
88.851297617,"""end"""
90.3706865311,"""start"""
92.7375426292,"""end"""
93.7664453983,"""start"""
96.0736601353,"""end"""
97.1064238548,"""start"""
98.5087196827,"""end"""
100.02280879,"""start"""
101.177342415,"""end"""
102.689538717,"""start"""
104.413277864,"""end"""
105.939801455,"""start"""
107.015528679,"""end"""
108.534702301,"""start"""
109.583724976,"""end"""
111.099780798,"""start"""
113.186522007,"""end"""
114.222129345,"""start"""
119.24113059,"""end"""
120.275352001,"""start"""
122.327399969,"""end"""
123.357409,"""start"""
124.679186106,"""end"""
126.200831175,"""start"""
127.647649288,"""end"""
129.169787169,"""start"""
134.186532259,"""end"""
135.218357563,"""start"""
136.704399347,"""end"""
138.22716713,"""start"""
143.242528915,"""end"""
144.271441936,"""start"""
146.478641033,"""end"""
147.995947123,"""start"""
149.918423891,"""end"""
151.434335709,"""start"""
155.685573339,"""end"""
156.720723152,"""start"""
159.088387728,"""end"""
160.116113901,"""start"""
161.906624079,"""end"""
162.935387373,"""start"""
164.976503611,"""end"""
166.006002665,"""start"""
168.445494413,"""end"""
169.966213465,"""start"""
174.984122753,"""end"""
176.009154558,"""start"""
177.402269363,"""end"""
178.916921139,"""start"""
181.589446068,"""end"""
182.617775679,"""start"""
184.441486835,"""end"""
185.471438885,"""start"""
186.642669916,"""end"""
188.16313839,"""start"""
190.095725298,"""end"""
