rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,velocity,layout,dim,data_offset,data
1581723686187307782,,1,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686197475587,,2,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686207613241,,3,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686217705171,,4,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686227776182,,5,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686237853850,,6,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686248075874,,7,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686258143429,,8,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686268143329,,9,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686278252613,,10,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686288497773,,11,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686298501033,,12,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686308621816,,13,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686318759916,,14,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686328792136,,15,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686338945581,,16,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686349009541,,17,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686359150392,,18,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686369363333,,19,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686379343510,,20,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686389573964,,21,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686399587421,,22,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686409767647,,23,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686419869279,,24,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686429949325,,25,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686440100525,,26,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686450108302,,27,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686460262307,,28,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686470298950,,29,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686480567817,,30,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686490645090,,31,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686500785525,,32,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686510863306,,33,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686521002537,,34,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686531122133,,35,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686541252533,,36,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686551343610,,37,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686561737569,,38,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686571855851,,39,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686581935555,,40,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686592068012,,41,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686602168935,,42,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686612250278,,43,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686622387387,,44,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686632428760,,45,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
1581723686642585863,,46,,0,0,'',,,[],0,"[0.0, 0.0, 0.0]"
