rosbagTimestamp,optimal_a,u_intended,normalized_h,u_corrected,is_corrected_or_filtered,is_u_intended_equals_um
10.2592670918,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.2637774944,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.2690603733,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.276576519,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.281743288,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.2871394157,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.2932174206,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.2983255386,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3030653,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3086602688,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3148767948,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3204407692,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3263869286,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3328959942,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3380987644,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3451228142,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3536512852,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3598377705,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3655672073,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3720672131,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3765063286,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3817744255,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.3887212276,"""mode_r""","""Hard Puff""",0.661624373041,"""Hard Puff""",True,False
10.4004116058,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4063591957,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4112751484,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4171230793,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4245181084,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4295051098,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4348101616,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4412825108,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4460759163,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4524579048,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4583208561,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.46383214,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4690964222,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4749882221,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4799432755,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4857132435,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.490477562,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.4951505661,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.5015153885,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.5065066814,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.511030674,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.5252323151,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.5308485031,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
10.5363121033,"""mode_r""","""Hard Puff""",0.747209364715,"""Hard Puff""",True,False
