rosbagTimestamp,data
8.1609454155,"""39.pkl"""
13.8033092022,"""37.pkl"""
16.9857327938,"""11.pkl"""
21.2544877529,"""38.pkl"""
24.2774794102,"""8.pkl"""
28.224339962,"""40.pkl"""
31.4813930988,"""32.pkl"""
34.5872070789,"""12.pkl"""
40.6360390186,"""41.pkl"""
43.9753258228,"""35.pkl"""
46.8777084351,"""42.pkl"""
52.634172678,"""10.pkl"""
58.4124288559,"""36.pkl"""
61.6160933971,"""15.pkl"""
67.6728403568,"""29.pkl"""
71.2118639946,"""33.pkl"""
74.7111945152,"""23.pkl"""
78.5642325878,"""43.pkl"""
84.386942625,"""24.pkl"""
89.3265113831,"""1.pkl"""
95.3740062714,"""13.pkl"""
101.432507277,"""31.pkl"""
104.970918894,"""27.pkl"""
108.389246702,"""4.pkl"""
114.435648203,"""22.pkl"""
119.161556482,"""3.pkl"""
125.166126251,"""14.pkl"""
130.713805199,"""5.pkl"""
135.477892637,"""9.pkl"""
141.530591726,"""26.pkl"""
147.786305189,"""30.pkl"""
150.956593752,"""47.pkl"""
154.244131327,"""2.pkl"""
158.027433395,"""17.pkl"""
162.911716938,"""19.pkl"""
166.462474585,"""6.pkl"""
172.521271467,"""20.pkl"""
175.906549215,"""25.pkl"""
181.777565479,"""34.pkl"""
185.316498995,"""44.pkl"""
188.321069002,"""18.pkl"""
194.372369289,"""28.pkl"""
198.00882864,"""0.pkl"""
202.826871634,"""7.pkl"""
208.880457401,"""16.pkl"""
214.937360764,"""46.pkl"""
218.423518181,"""21.pkl"""
221.804175377,"""45.pkl"""
