rosbagTimestamp,data
0.000369310379028,"""start_countdown"""
6.0913901329,"""start_test"""
38.3133072853,"""start_training"""
60.2986490726,"""start_countdown"""
66.3707516193,"""start_test"""
97.3746085167,"""start_training"""
113.341066837,"""start_countdown"""
119.411322832,"""start_test"""
147.06325984,"""start_training"""
171.749533415,"""start_countdown"""
177.841175079,"""start_test"""
207.859182596,"""start_training"""
218.902837038,"""start_countdown"""
224.976202965,"""start_test"""
254.161438942,"""start_training"""
274.564433575,"""start_countdown"""
280.633157492,"""start_test"""
