rosbagTimestamp,data
8.18429017067,"""start"""
12.1519098282,"""end"""
13.1784386635,"""start"""
16.1715731621,"""end"""
17.2057816982,"""start"""
18.4566862583,"""end"""
19.9714102745,"""start"""
21.4425115585,"""end"""
22.9617502689,"""start"""
24.3114595413,"""end"""
25.8307180405,"""start"""
27.2970402241,"""end"""
28.8152725697,"""start"""
32.9515678883,"""end"""
33.9802117348,"""start"""
35.6032269001,"""end"""
37.1266844273,"""start"""
41.574712038,"""end"""
42.6017346382,"""start"""
45.5937590599,"""end"""
46.6252934933,"""start"""
47.6626362801,"""end"""
49.1802177429,"""start"""
52.6664443016,"""end"""
53.695400238,"""start"""
55.1349050999,"""end"""
56.6480195522,"""start"""
61.6562306881,"""end"""
62.6863267422,"""start"""
64.3919522762,"""end"""
65.9019939899,"""start"""
67.277605772,"""end"""
68.7977023125,"""start"""
72.6147708893,"""end"""
73.647926569,"""start"""
76.3020370007,"""end"""
77.8233957291,"""start"""
79.703681469,"""end"""
81.2238395214,"""start"""
82.972843647,"""end"""
84.4970550537,"""start"""
86.4087927341,"""end"""
87.9245142937,"""start"""
89.2778730392,"""end"""
90.8000018597,"""start"""
93.9818248749,"""end"""
95.0117738247,"""start"""
97.2673099041,"""end"""
98.3015787601,"""start"""
101.454380035,"""end"""
102.488076687,"""start"""
104.405916691,"""end"""
105.917453766,"""start"""
108.192112207,"""end"""
109.222586393,"""start"""
110.961150408,"""end"""
112.481107712,"""start"""
115.947921753,"""end"""
116.978544712,"""start"""
118.867260695,"""end"""
120.391216516,"""start"""
121.869263172,"""end"""
123.38140893,"""start"""
126.940329552,"""end"""
127.969978094,"""start"""
132.977359056,"""end"""
134.004960299,"""start"""
136.196960211,"""end"""
137.719868422,"""start"""
141.850995541,"""end"""
142.881032705,"""start"""
147.889726162,"""end"""
148.918278694,"""start"""
151.292098999,"""end"""
152.320368767,"""start"""
154.127489567,"""end"""
155.647408485,"""start"""
159.097544432,"""end"""
160.130830765,"""start"""
162.934170723,"""end"""
163.962542534,"""start"""
166.386610746,"""end"""
167.418027401,"""start"""
169.989520311,"""end"""
171.016443968,"""start"""
175.293825626,"""end"""
176.322699547,"""start"""
177.745382786,"""end"""
179.264539719,"""start"""
180.564399004,"""end"""
182.082256317,"""start"""
185.317582607,"""end"""
186.346472263,"""start"""
188.303297281,"""end"""
189.81852746,"""start"""
191.305653095,"""end"""
