rosbagTimestamp,data
8.18354272842,"""16.pkl"""
13.1794404984,"""7.pkl"""
17.2067546844,"""45.pkl"""
19.9733567238,"""25.pkl"""
22.9618208408,"""38.pkl"""
25.8319108486,"""32.pkl"""
28.8161423206,"""3.pkl"""
33.9803647995,"""27.pkl"""
37.1247265339,"""15.pkl"""
42.601852417,"""10.pkl"""
46.6257820129,"""46.pkl"""
49.1803085804,"""22.pkl"""
53.6955401897,"""44.pkl"""
56.6482653618,"""5.pkl"""
62.6866159439,"""35.pkl"""
65.9021306038,"""24.pkl"""
68.7977099419,"""18.pkl"""
73.6484248638,"""28.pkl"""
77.8238465786,"""30.pkl"""
81.2239768505,"""34.pkl"""
84.4973182678,"""43.pkl"""
87.9254777431,"""40.pkl"""
90.8019225597,"""13.pkl"""
95.0118806362,"""4.pkl"""
98.3022363186,"""9.pkl"""
102.491615772,"""39.pkl"""
105.917570114,"""6.pkl"""
109.225790501,"""29.pkl"""
112.481194735,"""11.pkl"""
116.978678942,"""36.pkl"""
120.391432762,"""31.pkl"""
123.381543159,"""0.pkl"""
127.970075607,"""8.pkl"""
134.006336451,"""42.pkl"""
137.720154762,"""12.pkl"""
142.881183863,"""21.pkl"""
148.918371201,"""19.pkl"""
152.320467949,"""41.pkl"""
155.647909403,"""2.pkl"""
160.131230354,"""17.pkl"""
163.964014053,"""23.pkl"""
167.418379068,"""20.pkl"""
171.016687393,"""1.pkl"""
176.322818041,"""33.pkl"""
179.264673471,"""37.pkl"""
182.08406496,"""14.pkl"""
186.348714113,"""47.pkl"""
189.81866312,"""26.pkl"""
