time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,optimal_a,u_intended,normalized_h,u_corrected,is_corrected_or_filtered,is_u_intended_equals_um,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,,,,,,,start,,
0.0023117069999898376,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.005121947000020555,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.015165329000012662,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.025355816000057985,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.026951789999998255,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.0354886060000581,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.04557085100003633,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.05139899300002071,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.05567932200000314,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06589889600002152,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0751941210000382,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.07593989400004375,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.08603858999998693,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.0961074830000257,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09928584100003945,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.10616588600004206,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11640357999999651,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.12328076400001464,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.1265523440000038,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.13665580800000043,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.14672660900004075,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.14713335100003633,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
0.15679121100004068,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1670601370000213,,,,,,,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1709640029999946,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,,,,,,,
