time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,start,,
0.002691745999996442,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.0042130949999972245,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.014143943999982866,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.02445006399999272,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.027502774999987878,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.03464460399999325,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.044720411000000126,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.05179238299999156,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.05477213899999356,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06496286399999462,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07507562600000028,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07676219899998671,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.08511185599999749,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09530878099999995,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.10107064199999627,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.10533738099999823,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11558723399998883,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.12565565100000242,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.12582564299998467,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.13572549799998512,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.14586210199999528,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.15047311799997942,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.15599536899999578,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.16616606700000602,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.17478084599999022,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.17628002200000026,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.18645763399999282,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.19651126899998417,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.20004248600000096,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.20656657199999984,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.21683621399998287,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.22403335599999252,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.22695064499998807,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.23707723599999042,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2471196649999996,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.24872279199999525,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.2572159770000013,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2674376960000018,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.273140429999998,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.27753186200000357,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.28758692700000665,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2977116109999969,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.29830551099999525,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.30784201599999506,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3180303569999978,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.32270193099999744,"[7.5, 15.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,x,,,,,,,,
0.32804107699999463,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
