time,robot_continuous_position,robot_continuous_orientation,robot_linear_velocity,robot_angular_velocity,robot_discrete_state,discrete_location,discrete_orientation,robot_state_mode,sip_puff_frame_id,sip_puff_axes,sip_puff_buttons,mode_frame_id,mode,trial_marker,sip_puff_before_frame_id,user_vel
0.0,,,,,,,,,,,,,,start,,
0.0021209719999717436,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.008001565999990135,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.018185138999967876,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.028211593999969864,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.028888463999976466,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.038592576999974426,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.04848051099997974,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.05326509500000043,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.05866789799998173,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.06873559999999657,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.07872700699996926,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.0788335800000084,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.08911037499998997,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.09918141399998603,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.10364413299998887,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.10941958399996565,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.11943268799998918,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.12785792399998286,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.12952756899997553,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.13984131799998067,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.14986896499999602,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1528816219999669,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.1600043769999786,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.1700549130000013,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.17788982399997622,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.1801249979999966,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.190379858,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.20041585000001305,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.20200538599999618,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.21064591399996857,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.22066903099997148,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.22614169099998094,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.2307031159999724,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.24094128599998044,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.25050878499999385,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.2509844299999884,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.26116132699996797,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2712080480000054,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.27434182199996826,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.28132677099998205,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.29148507099998255,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.2987475399999937,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.3015735150000012,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3117372989999865,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.32187128099997153,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
0.3234231469999713,"[22.5, 5.0]",0.0,"[0.0, 0.0]",-0.0,,p0,0.0,t,,,,,,,,
0.33198785799999087,,,,,,,,,,,,,,,,"[0.0, 0.0, 0.0]"
