rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,command
0.0,,1,,1582936771,236577033,'',"""115"""
0.00019383430481,,2,,1582936771,236807107,'',"""s"""
10.6326715946,,3,,1582936781,869590044,'',"""50"""
13.3215310574,,4,,1582936784,558484077,'',"""51"""
16.90893507,,5,,1582936788,145788908,'',"""50"""
19.8933897018,,6,,1582936791,130338907,'',"""51"""
24.5474076271,,7,,1582936795,784321069,'',"""50"""
29.9851372242,,8,,1582936801,222105026,'',"""49"""
32.5368330479,,9,,1582936803,773741006,'',"""51"""
35.1214673519,,10,,1582936806,358308076,'',"""52"""
39.0253586769,,11,,1582936810,262248039,'',"""49"""
41.5603382587,,12,,1582936812,797226905,'',"""52"""
45.1136665344,,13,,1582936816,350678920,'',"""49"""
48.2815816402,,14,,1582936819,518507957,'',"""52"""
50.8095252514,,15,,1582936822,46350955,'',"""65363"""
52.1748614311,,16,,1582936823,411732912,'',"""65363"""
53.9120290279,,17,,1582936825,148829936,'',"""65363"""
54.4931788445,,18,,1582936825,730114936,'',"""65363"""
62.1763350964,,19,,1582936833,413245916,'',"""52"""
66.8298642635,,20,,1582936838,66831111,'',"""49"""
70.0658705235,,21,,1582936841,302813053,'',"""49"""
72.8509232998,,22,,1582936844,87814092,'',"""52"""
76.2371902466,,23,,1582936847,474169015,'',"""49"""
79.3064882755,,24,,1582936850,543351888,'',"""50"""
82.3582427502,,25,,1582936853,595102071,'',"""51"""
84.9436271191,,26,,1582936856,180460929,'',"""51"""
84.9974505901,,27,,1582936856,234318971,'',"""50"""
89.4969074726,,28,,1582936860,733855962,'',"""52"""
92.3318867683,,29,,1582936863,568870067,'',"""51"""
97.6703650951,,30,,1582936868,907284975,'',"""50"""
101.5230515,,31,,1582936872,759795904,'',"""50"""
104.215972185,,32,,1582936875,452774047,'',"""65363"""
104.668793201,,33,,1582936875,905545949,'',"""65363"""
105.216458321,,34,,1582936876,453252077,'',"""65363"""
105.669037104,,35,,1582936876,905793905,'',"""65363"""
115.300126076,,36,,1582936886,537062883,'',"""49"""
117.568723679,,37,,1582936888,805609941,'',"""51"""
120.488162279,,38,,1582936891,725071907,'',"""51"""
122.78915,,39,,1582936894,26127099,'',"""52"""
124.824225903,,40,,1582936896,61131000,'',"""52"""
128.693697691,,41,,1582936899,930691003,'',"""50"""
131.863080978,,42,,1582936903,100066900,'',"""49"""
135.065511465,,43,,1582936906,302409887,'',"""51"""
140.369825363,,44,,1582936911,606719970,'',"""50"""
143.95525527,,45,,1582936915,192156076,'',"""49"""
149.826629639,,46,,1582936921,63560962,'',"""50"""
153.033976316,,47,,1582936924,270746946,'',"""52"""
154.92402339,,48,,1582936926,160770893,'',"""65363"""
155.304209948,,49,,1582936926,541038990,'',"""65363"""
155.639357567,,50,,1582936926,876149892,'',"""65363"""
155.955360651,,51,,1582936927,192122936,'',"""65363"""
156.505950212,,52,,1582936927,742822885,'',"""65363"""
163.569756508,,53,,1582936934,806665897,'',"""51"""
166.272633553,,54,,1582936937,509597063,'',"""51"""
170.542473793,,55,,1582936941,779351949,'',"""49"""
172.627307177,,56,,1582936943,864217996,'',"""52"""
177.013831139,,57,,1582936948,250662088,'',"""49"""
179.649362564,,58,,1582936950,886200904,'',"""52"""
183.819222927,,59,,1582936955,56093931,'',"""50"""
186.937861204,,60,,1582936958,174757003,'',"""52"""
192.393039703,,61,,1582936963,630042076,'',"""50"""
194.260055542,,62,,1582936965,497056961,'',"""51"""
197.69640708,,63,,1582936968,933332920,'',"""50"""
200.982962608,,64,,1582936972,219831943,'',"""49"""
203.157762527,,65,,1582936974,394654035,'',"""65363"""
203.541187048,,66,,1582936974,778065919,'',"""65363"""
203.844903946,,67,,1582936975,81631898,'',"""65363"""
204.176559925,,68,,1582936975,413347005,'',"""65363"""
211.439783096,,69,,1582936982,676698923,'',"""51"""
214.225907087,,70,,1582936985,462863922,'',"""49"""
217.544940948,,71,,1582936988,781846046,'',"""50"""
221.881771326,,72,,1582936993,118690013,'',"""49"""
224.633993626,,73,,1582936995,870846986,'',"""50"""
227.903568983,,74,,1582936999,140422105,'',"""49"""
231.205649137,,75,,1582937002,442538022,'',"""52"""
234.191178799,,76,,1582937005,428107976,'',"""52"""
237.527467728,,77,,1582937008,764400959,'',"""51"""
239.928777218,,78,,1582937011,165709972,'',"""51"""
244.782909393,,79,,1582937016,19869089,'',"""50"""
247.651597977,,80,,1582937018,888441085,'',"""52"""
249.443813562,,81,,1582937020,680634021,'',"""65363"""
249.727899075,,82,,1582937020,964663982,'',"""65363"""
249.945114136,,83,,1582937021,181879043,'',"""65363"""
250.295197487,,84,,1582937021,531824111,'',"""65363"""
259.510784149,,85,,1582937030,747764110,'',"""49"""
262.279138803,,86,,1582937033,516051054,'',"""50"""
264.247314453,,87,,1582937035,484307050,'',"""51"""
266.21493721,,88,,1582937037,451894044,'',"""52"""
269.901555777,,89,,1582937041,138443946,'',"""50"""
272.353521585,,90,,1582937043,590481042,'',"""51"""
274.777699709,,91,,1582937046,14539003,'',"""52"""
277.17410326,,92,,1582937048,410998106,'',"""51"""
280.477050066,,93,,1582937051,714005947,'',"""49"""
282.861533642,,94,,1582937054,98402023,'',"""49"""
285.78108716,,95,,1582937057,17971038,'',"""50"""
288.199280024,,96,,1582937059,436067104,'',"""52"""
