rosbagTimestamp,data
7.93484330177,"""start"""
9.51886987686,"""end"""
11.0360937119,"""start"""
13.3377864361,"""end"""
14.3671438694,"""start"""
16.4736940861,"""end"""
17.9860980511,"""start"""
20.3935015202,"""end"""
21.9114415646,"""start"""
24.8476471901,"""end"""
25.8766446114,"""start"""
30.8851172924,"""end"""
31.9136388302,"""start"""
34.4383611679,"""end"""
35.469410181,"""start"""
40.492348671,"""end"""
41.5213122368,"""start"""
44.2612450123,"""end"""
45.2899279594,"""start"""
47.0972526073,"""end"""
48.62307024,"""start"""
50.9829480648,"""end"""
52.0149254799,"""start"""
55.1866879463,"""end"""
56.7027926445,"""start"""
58.0556612015,"""end"""
59.572593689,"""start"""
64.5775775909,"""end"""
65.6075987816,"""start"""
66.8961689472,"""end"""
68.4162194729,"""start"""
70.4151358604,"""end"""
71.9303965569,"""start"""
74.9184699059,"""end"""
76.4371626377,"""start"""
79.0549902916,"""end"""
80.0855619907,"""start"""
85.0934617519,"""end"""
86.1271543503,"""start"""
88.2787060738,"""end"""
89.795081377,"""start"""
94.8168914318,"""end"""
95.8543539047,"""start"""
97.1522357464,"""end"""
98.6737449169,"""start"""
103.690237045,"""end"""
104.720380068,"""start"""
108.21128726,"""end"""
109.730169296,"""start"""
111.413021803,"""end"""
112.929741383,"""start"""
115.616326809,"""end"""
117.135261774,"""start"""
122.155503035,"""end"""
123.183714867,"""start"""
128.192060947,"""end"""
129.220281839,"""start"""
130.995005369,"""end"""
132.510727644,"""start"""
136.133085489,"""end"""
137.161837339,"""start"""
142.186561108,"""end"""
143.710692406,"""start"""
147.073310852,"""end"""
148.102828503,"""start"""
153.111885548,"""end"""
154.141693354,"""start"""
157.648556948,"""end"""
159.162762642,"""start"""
162.535653353,"""end"""
164.055402517,"""start"""
168.339946747,"""end"""
169.853663206,"""start"""
174.861858845,"""end"""
175.888105154,"""start"""
180.665860415,"""end"""
181.696855307,"""start"""
185.169155359,"""end"""
186.200210571,"""start"""
191.224135876,"""end"""
192.255099535,"""start"""
197.278718233,"""end"""
198.79572463,"""start"""
202.08240056,"""end"""
203.608567238,"""start"""
205.351523876,"""end"""
206.867167473,"""start"""
209.821954966,"""end"""
210.857791424,"""start"""
213.84131217,"""end"""
215.357507229,"""start"""
217.927908182,"""end"""
218.962480307,"""start"""
223.982528925,"""end"""
225.509323835,"""start"""
230.387871027,"""end"""
