rosbagTimestamp,data
7.93913173676,"""34.pkl"""
11.0363249779,"""1.pkl"""
14.3672714233,"""37.pkl"""
17.9873299599,"""47.pkl"""
21.9116005898,"""9.pkl"""
25.8767898083,"""23.pkl"""
31.9146258831,"""8.pkl"""
35.4695382118,"""12.pkl"""
41.5223267078,"""21.pkl"""
45.2911143303,"""45.pkl"""
48.6230709553,"""22.pkl"""
52.0180399418,"""36.pkl"""
56.7040245533,"""33.pkl"""
59.5727465153,"""15.pkl"""
65.6077153683,"""46.pkl"""
68.416359663,"""43.pkl"""
71.9316751957,"""28.pkl"""
76.4375288486,"""0.pkl"""
80.0857932568,"""14.pkl"""
86.1307506561,"""31.pkl"""
89.7952458858,"""7.pkl"""
95.8558709621,"""30.pkl"""
98.6739373207,"""18.pkl"""
104.720546961,"""42.pkl"""
109.731228352,"""35.pkl"""
112.929857969,"""29.pkl"""
117.135389805,"""5.pkl"""
123.183839083,"""17.pkl"""
129.223449707,"""32.pkl"""
132.510848999,"""3.pkl"""
137.161825418,"""26.pkl"""
143.710897207,"""11.pkl"""
148.102956772,"""19.pkl"""
154.140397787,"""39.pkl"""
159.163912296,"""40.pkl"""
164.055817366,"""27.pkl"""
169.853834629,"""4.pkl"""
175.889160872,"""16.pkl"""
181.697191238,"""20.pkl"""
186.200451136,"""13.pkl"""
192.255164623,"""24.pkl"""
198.79579711,"""41.pkl"""
203.610692263,"""44.pkl"""
206.869032383,"""2.pkl"""
210.858198643,"""38.pkl"""
215.357549429,"""6.pkl"""
218.963038683,"""25.pkl"""
225.510175943,"""10.pkl"""
