rosbagTimestamp,data
8.26870441437,"""43.pkl"""
14.5693910122,"""17.pkl"""
20.6234960556,"""24.pkl"""
23.6303529739,"""2.pkl"""
27.7463753223,"""7.pkl"""
33.7869377136,"""16.pkl"""
39.8359351158,"""23.pkl"""
43.2766926289,"""26.pkl"""
46.6325082779,"""46.pkl"""
50.2345304489,"""1.pkl"""
54.1845343113,"""45.pkl"""
57.250190258,"""39.pkl"""
60.3417515755,"""32.pkl"""
63.2598488331,"""6.pkl"""
69.3130924702,"""37.pkl"""
73.1476595402,"""36.pkl"""
76.1251277924,"""21.pkl"""
79.8843719959,"""3.pkl"""
83.4542198181,"""31.pkl"""
87.0169332027,"""20.pkl"""
90.5466680527,"""13.pkl"""
96.5971963406,"""15.pkl"""
102.635361433,"""29.pkl"""
106.744023085,"""40.pkl"""
110.773615122,"""8.pkl"""
115.032862425,"""28.pkl"""
117.837242126,"""33.pkl"""
120.774507999,"""42.pkl"""
124.739863634,"""19.pkl"""
130.788741112,"""11.pkl"""
135.111035109,"""35.pkl"""
137.970481634,"""34.pkl"""
140.969975471,"""27.pkl"""
145.170353174,"""12.pkl"""
151.227567196,"""22.pkl"""
154.696678162,"""30.pkl"""
158.144602776,"""44.pkl"""
161.485538721,"""9.pkl"""
165.637443304,"""14.pkl"""
171.688797474,"""10.pkl"""
177.725787401,"""4.pkl"""
182.511187553,"""5.pkl"""
186.264815092,"""0.pkl"""
190.703486204,"""41.pkl"""
195.347910166,"""38.pkl"""
198.594223738,"""25.pkl"""
201.468332529,"""18.pkl"""
207.133002043,"""47.pkl"""
