rosbagTimestamp,data
8.26841974258,"""start"""
13.0546963215,"""end"""
14.5692389011,"""start"""
19.5929443836,"""end"""
20.6223101616,"""start"""
22.111379385,"""end"""
23.6301131248,"""start"""
26.7152974606,"""end"""
27.7460155487,"""start"""
32.752972126,"""end"""
33.7868113518,"""start"""
38.8081195354,"""end"""
39.8358416557,"""start"""
42.2434492111,"""end"""
43.2765009403,"""start"""
45.1122484207,"""end"""
46.6312661171,"""start"""
48.7152838707,"""end"""
50.2335319519,"""start"""
53.1522734165,"""end"""
54.1842491627,"""start"""
55.7370419502,"""end"""
57.2493951321,"""start"""
58.8228626251,"""end"""
60.3404715061,"""start"""
61.7416727543,"""end"""
63.2597005367,"""start"""
68.2807605267,"""end"""
69.3113873005,"""start"""
71.6326150894,"""end"""
73.1475055218,"""start"""
74.602035284,"""end"""
76.1238408089,"""start"""
78.8548834324,"""end"""
79.8841552734,"""start"""
82.4239258766,"""end"""
83.4540686607,"""start"""
85.4931428432,"""end"""
87.0165772438,"""start"""
89.5135011673,"""end"""
90.5446507931,"""start"""
95.5672092438,"""end"""
96.5961835384,"""start"""
101.605828762,"""end"""
102.635215521,"""start"""
105.22482276,"""end"""
106.74392581,"""start"""
109.261998177,"""end"""
110.773430586,"""start"""
113.998632193,"""end"""
115.031879187,"""start"""
116.316881895,"""end"""
117.837152958,"""start"""
119.252443552,"""end"""
120.774130821,"""start"""
123.222330093,"""end"""
124.739733219,"""start"""
129.760073423,"""end"""
130.788638353,"""start"""
134.080150843,"""end"""
135.109751463,"""start"""
136.448789358,"""end"""
137.970304966,"""start"""
139.451289177,"""end"""
140.968696833,"""start"""
143.654551744,"""end"""
145.169924259,"""start"""
150.193163633,"""end"""
151.227383375,"""start"""
153.661857843,"""end"""
154.694024324,"""start"""
156.630864382,"""end"""
158.14445281,"""start"""
159.966852188,"""end"""
161.485161543,"""start"""
164.603921652,"""end"""
165.637286425,"""start"""
170.65885973,"""end"""
171.688462257,"""start"""
176.696208954,"""end"""
177.725615501,"""start"""
181.482825518,"""end"""
182.510858774,"""start"""
185.236168385,"""end"""
186.264683008,"""start"""
189.672899485,"""end"""
190.7022295,"""start"""
193.826216936,"""end"""
195.347802877,"""start"""
197.078386545,"""end"""
198.592971325,"""start"""
199.947620392,"""end"""
201.467722416,"""start"""
206.102072477,"""end"""
207.131826639,"""start"""
208.470797777,"""end"""
