rosbagTimestamp,data
0.000532865524292,"""start_countdown"""
6.08990955353,"""start_test"""
55.840767622,"""start_training"""
72.008546114,"""start_countdown"""
78.1098105907,"""start_test"""
122.825810432,"""start_training"""
141.460750341,"""start_countdown"""
147.563652754,"""start_test"""
189.359639645,"""start_training"""
202.088154078,"""start_countdown"""
208.161287069,"""start_test"""
252.808713913,"""start_training"""
258.449377298,"""start_countdown"""
264.520410538,"""start_test"""
312.837527037,"""start_training"""
319.413311958,"""start_countdown"""
325.499985218,"""start_test"""
